,user_id,item_id,rating,user_rating_cnt,item_rating_cnt
217078,wKgcD17TTgtNog71A1psAg==,64992,1,3,13745
217082,wKgcD17TTgtNog71A1psAg==,44245,1,3,334
217108,wKgcD13yInacUHEAC1uEAg==,64749,1,8,907
217110,wKgcDFroCwsasx/VA+JBAg==,61164,1,3,894
217111,wKgcDFroCwsasx/VA+JBAg==,61164,-1,3,894
217196,wKgcD13z0wR+OSgvD3vrAg==,13365,-1,5,2113
217357,wKgcDFrkvRqfeGn3Hpc5Ag==,59942,1,47,50
217378,wKgcDl8DLb54ERbbFgNzAg==,62385,1,3,6809
217408,wKgcCl6TK0sYSFZyGHJwAg==,64025,1,3,3352
217412,wKgcC11t5E6i4zPPBKBdAg==,3928,-1,3,908
217413,wKgcC11t5E6i4zPPBKBdAg==,5102,-1,3,505
217473,wKgcDFyk4YOO2lU/BexPAg==,64832,1,7,490
217510,wKgcDF1xJZEkgn/YFUjFAg==,62445,1,7,11979
217512,wKgcDF1xdSode3/XGM1GAg==,63256,1,4,8277
217531,wKgcDl6Ji783rnuwCo77Ag==,61232,1,5,47
217532,wKgcDl6Ji783rnuwCo77Ag==,62148,1,5,283
217578,wKgcDF2/DJxEIX8qFNXVAg==,63830,1,5,7458
217581,wKgcDFrnnakcWx/WA1ESAg==,64898,-1,4,9036
217583,wKgcDFrrwxqAvQHLD81dAg==,15565,1,16,776
217591,wKgcDFrrwxqAvQHLD81dAg==,15565,-1,16,776
217592,wKgcDFrrwxqAvQHLD81dAg==,5107,1,16,138
217593,wKgcDFrrwxqAvQHLD81dAg==,60758,-1,16,127
217646,wKgcDV6DWqo1HjJoEORBAg==,65199,1,3,5024
217714,wKgcDFrrFqd9FQHJBXuzAg==,63217,1,6,20878
217767,wKgcEF/KVRk3+TiMBJgpAg==,62278,-1,3,639
217768,wKgcEF/KVRk3+TiMBJgpAg==,62278,1,3,639
217854,wKgcC16GsBNuZG7bBHpqAg==,64649,-1,3,51968
217876,wKgcD13MXJc66X80Fp8lAg==,65196,1,113,136
217877,wKgcD13MXJc66X80Fp8lAg==,65309,1,113,5
217879,wKgcDl8ELHmroTxNCC75Ag==,64898,1,3,9036
217880,wKgcDl8ELHmroTxNCC75Ag==,65058,1,3,4675
217884,wKgcDF2KBzQQMiCMCKDFAg==,64649,1,4,51968
217930,wKgcEFvnCQDCH2jnBmBtAg==,64706,-1,3,1313
217948,wKgcC16H3k1NaHafDESjAg==,64898,-1,11,9036
217954,wKgcDV6Jj1uocgihDFLXAg==,60751,1,3,1144
217964,wKgcDVrkGaYN0n9RB5JmAg==,42388,-1,4,1722
217969,wKgcD14+LDoClHJAA7d3Ag==,8714,-1,3,56
217984,wKgcD17UtStvDG63CpEbAg==,65058,1,3,4675
217987,wKgcDFz+f9sL4Vh/EeCFAg==,63762,-1,3,831
218036,wKgcDF2YUXG1uDLUCBu6Ag==,17230,-1,3,196
218042,wKgcEFvyNb6Oyk6IBMmmAg==,6786,1,14,167
218074,wKgcDV6MeRuvmlifGya+Ag==,42388,1,4,1722
218143,wKgcDl8Et7QrrUScA0seAg==,32766,1,5,812
218144,wKgcDl8Et7QrrUScA0seAg==,60868,1,5,51
218149,wKgcDFrx524PchjgA4g1Ag==,9808,1,15,298
218150,wKgcDFrx524PchjgA4g1Ag==,12345,1,15,288
218151,wKgcDFsAKOF7LllKLPD6Ag==,64798,-1,5,2929
218198,wKgcDF2qjMG0PhMWBBQ2Ag==,63830,-1,3,7458
218216,wKgcDF7Q4RPCp0GKDD8BAg==,60735,1,3,11177
218227,wKgcC10e41NPVUBRBjs+Ag==,23428,-1,3,50
218436,wKgcDF31DIwJiFCVBLOVAg==,48304,1,4,97
218499,wKgcDlvHDLy4zzvtBSFpAg==,20882,1,9,496
218510,wKgcEF0m7OqIsh/5ChhmAg==,65165,-1,4,2173
218511,wKgcEF0m7OqIsh/5ChhmAg==,65165,1,4,2173
218520,wKgcDFzNcOlg5VDqChnYAg==,42388,1,3,1722
218521,wKgcDFsQQBy0XTNDE4C4Ag==,63642,-1,3,3099
218534,wKgcEF0tplKHo1+LAxNwAg==,63566,1,185,161
218538,wKgcEF0tplKHo1+LAxNwAg==,63902,1,185,134
218539,wKgcEF0tplKHo1+LAxNwAg==,63347,1,185,586
218540,wKgcEF0tplKHo1+LAxNwAg==,14345,1,185,76
218544,wKgcDFs6FrN3aV7jA7yTAg==,61490,1,5,302
218582,wKgcDF3BQsovgF5mCLz3Ag==,64649,-1,3,51968
218605,wKgcD14cVwIRZG9xB1DVAg==,65293,1,6,1866
218613,wKgcDV6XBrEPhlNrBT3mAg==,65199,-1,3,5024
218626,wKgcEF1IZJudFSTpGgD4Ag==,64649,1,5,51968
218633,wKgcC1zgNrgB9xAXBstpAg==,64187,1,3,3412
218640,wKgcEFwsj192FoxQBVnaAg==,62445,1,6,11979
218641,wKgcEFwsj192FoxQBVnaAg==,60541,1,6,937
218645,wKgcC1zgNrgB9xAXBstpAg==,64269,1,3,528
218679,wKgcDFzVQ7JzhSxoCjt2Ag==,59022,-1,7,9961
218682,wKgcDVsH3gStQS10CYrDAg==,63136,1,6,2052
218714,wKgcDFsnbuJt/R0wIoMvAg==,63217,-1,4,20878
218723,wKgcDVsrSus0hHz2BsgEAg==,62909,1,3,481
218751,wKgcDF3Kk/C3KUoqDniKAg==,62066,1,3,13086
218752,wKgcDF3KpN+v20opDM8DAg==,58458,-1,3,2858
218779,wKgcD14whd2EYioUDyx7Ag==,33969,1,4,8
218802,wKgcDV6bPpU8EW8CGhfjAg==,65199,1,12,5024
218833,wKgcDV3hPYVxN1fVCiPWAg==,64187,1,4,3412
218924,wKgcDF3tGzVt1kOBA0UAAg==,63480,-1,5,639
218944,wKgcDFsEN4t2ZVk6P/YFAg==,17927,1,3,246
218998,wKgcDF3YN2SrsR9HBPqJAg==,64649,1,4,51968
219030,wKgcEFxV1blxnTjeBXLWAg==,63260,1,4,470
219053,wKgcDFtTkz+EsC81FhLQAg==,63831,1,3,580
219055,wKgcDFzkCTl4cmftDUT8Ag==,61470,-1,7,19
219073,wKgcDFzlZ7xz2GCHFOc4Ag==,3976,1,3,285
219076,wKgcEF/NEylXfBgZDOIHAg==,9879,1,3,168
219100,wKgcDF3b5H049iP7FWY4Ag==,64649,-1,3,51968
219130,wKgcDlxmq5C3+C8MCP6KAg==,65374,1,5,3200
219166,wKgcDVyZ39pXqTNjA9VSAg==,63136,-1,10,2052
219215,wKgcC1505nEhEXhaB5WZAg==,65199,1,4,5024
219218,wKgcDVz6WjRKfVdDDXxMAg==,63136,1,3,2052
219230,wKgcDlyI87yZZiklD28tAg==,65293,1,5,1866
219232,wKgcDlyI87yZZiklD28tAg==,65374,1,5,3200
219243,wKgcD14/0fuZEXGSDRyKAg==,62570,1,3,983
219244,wKgcD14/0fuZEXGSDRyKAg==,64706,1,3,1313
219245,wKgcD14/0fuZEXGSDRyKAg==,62780,1,3,319
219300,wKgcEF2qzz0U+gwaDuEBAg==,65294,1,94,3276
219328,wKgcDFu4RYwphy6xDX2aAg==,62066,1,3,13086
219340,wKgcEFy4bp5bAX5TBULVAg==,64649,-1,3,51968
219360,wKgcDFuAKcBnGlucKJ7iAg==,64649,-1,5,51968
219416,wKgcEF2zIncJKI1UIbQdAg==,60754,1,3,3527
219421,wKgcDFuIDhKa1lbmT4MWAg==,59297,1,6,60
219447,wKgcDV6sfIuhwRaaFhcBAg==,57585,-1,17,92
219452,wKgcDV6sfIuhwRaaFhcBAg==,13886,-1,17,67
219569,wKgcDFsUV4ydlmSoL1qjAg==,62122,1,37,1810
219572,wKgcDFsUV4ydlmSoL1qjAg==,58842,1,37,77
219580,wKgcDF3yN4V1OWW8EEeqAg==,62309,-1,3,681
219583,wKgcEF3GljlgvIjoCfkDAg==,42388,-1,4,1722
219615,wKgcDFsWOTmaUEZEFQQ4Ag==,64494,1,3,2906
219617,wKgcDFsWOTmaUEZEFQQ4Ag==,62394,1,3,667
219618,wKgcDlzYECsWxCnRC7LiAg==,64188,-1,3,4087
219619,wKgcDlzYECsWxCnRC7LiAg==,64188,1,3,4087
219633,wKgcDlzbUY9OpVUHDxpjAg==,12569,-1,4,9048
219636,wKgcDlzbUY9OpVUHDxpjAg==,12569,1,4,9048
219669,wKgcDV75uY9QuiWqBO/aAg==,58785,1,6,90
219704,wKgcClrkcnm+WiwHFT5GAg==,64681,1,7,601
219733,wKgcEF3bxU8bAZiSGAu1Ag==,16047,1,3,85
219734,wKgcEF3bxU8bAZiSGAu1Ag==,58148,1,3,183
219739,wKgcDV03bYRTQRMICuZ0Ag==,62309,-1,4,681
219771,wKgcD14/OMgJuXJBHBsiAg==,60754,-1,3,3527
219914,wKgcD16ILpJDyzkIBbefAg==,58458,-1,3,2858
219915,wKgcD16ILpJDyzkIBbefAg==,58458,1,3,2858
219918,wKgcDFr+Xat2ZVk6CL+LAg==,60656,1,3,56
219957,wKgcEF47BCSkuTL5J0IbAg==,61491,1,19,88
219964,wKgcDFsigGWkJSO1AwnqAg==,9364,-1,3,97
220001,wKgcDFvDVVQUz3fgFw8bAg==,64898,-1,6,9036
220016,wKgcEFysQWqIKZMSBthfAg==,17785,-1,4,801
220048,wKgcEFyxYWx6ImCSBUepAg==,64649,1,7,51968
220083,wKgcDFr5jJgWOhjkIQmfAg==,63099,1,5,558
220129,wKgcClrliVXAlCwIJ322Ag==,62404,1,3,102
220150,wKgcEF4SzC0+VyzdCcSIAg==,64832,1,4,490
220155,wKgcDl6eiIW4MG8fAyyTAg==,17047,1,3,313
220211,wKgcDFvar20yCjAwCnn2Ag==,64896,1,11,502
220212,wKgcDV8UoDBLKiPxGeesAg==,64187,-1,3,3412
220222,wKgcDl4pToBD+wlACtW8Ag==,63434,1,25,90
220223,wKgcDl4pToBD+wlACtW8Ag==,58204,1,25,18
220226,wKgcDFvcHzMYdkgrAx/fAg==,18305,1,3,9
220229,wKgcD1rjPm9wXFx0AynKAg==,63217,1,8,20878
220251,wKgcDFvgSWk+UzLpBTLeAg==,64867,1,3,217
220283,wKgcEF4h7GcRaX4nMiZBAg==,64187,1,3,3412
220289,wKgcDFsvcyk/MnfvCyJjAg==,59718,1,3,364
220302,wKgcDFsvsYBJAHgCJVzaAg==,63178,1,4,11363
220394,wKgcDV8nZQIltnPNLeGrAg==,28975,1,7,187
220399,wKgcDl6gfmQroQSfIB7gAg==,62445,-1,3,11979
220407,wKgcDl6gfmQroQSfIB7gAg==,64898,-1,3,9036
220430,wKgcD140K5ZFO1VeDA9iAg==,3969,1,5,192
220431,wKgcD140K5ZFO1VeDA9iAg==,17033,1,5,377
220451,wKgcC12XHRUlDEtBCeTtAg==,63401,-1,3,7096
220452,wKgcC12XHRUlDEtBCeTtAg==,63401,1,3,7096
220453,wKgcC12XHRUlDEtBCeTtAg==,62066,-1,3,13086
220489,wKgcDFt4IYFnfwqeB7LcAg==,64649,1,3,51968
220490,wKgcDFt4IYFnfwqeB7LcAg==,64649,-1,3,51968
220492,wKgcC11xHN46LzBkEP4BAg==,60425,1,5,96
220493,wKgcC11xHN46LzBkEP4BAg==,13647,1,5,502
220583,wKgcDl8LR60w/mhyFvV0Ag==,13365,1,3,2113
220586,wKgcDFrhwsozNBLHAx++Ag==,61818,1,27,13
220587,wKgcDFrhwsozNBLHAx++Ag==,40608,1,27,7
220591,wKgcDFrhwsozNBLHAx++Ag==,58802,1,27,12
220592,wKgcDFrhwsozNBLHAx++Ag==,62124,1,27,8
220626,wKgcDFrhzhYvuBLFAzLrAg==,65058,-1,3,4675
220685,wKgcD102lBA96CY9BOZpAg==,3927,1,3,701
220699,wKgcEF56LuMym0heBU8cAg==,63878,1,3,4320
220758,wKgcDl6jM6oy8FRdEZ61Ag==,61319,1,7,447
220759,wKgcDl6jM6oy8FRdEZ61Ag==,58785,1,7,90
220769,wKgcClrod/sMclcSEKc7Ag==,62309,1,7,681
220795,wKgcClronxoJkFcREGeYAg==,63401,-1,4,7096
220797,wKgcClronxoJkFcREGeYAg==,63401,1,4,7096
220836,wKgcDV0aa6lufgZPHZ2/Ag==,59100,1,13,2088
220850,wKgcEF/SRJlJ7mBZGpscAg==,58458,1,3,2858
220851,wKgcEF/SRJlJ7mBZGpscAg==,60754,1,3,3527
220864,wKgcEF5Gl6OpJHdgJNXLAg==,58816,1,10,277
220869,wKgcDFriJxVNxQt3A//QAg==,29073,1,41,70
220884,wKgcEF5JZI+DboJvLD5aAg==,64187,1,3,3412
220901,wKgcDl6haTms311fEhmVAg==,63463,1,3,349
220905,wKgcDFwqTBQvY1QSGCi3Ag==,57886,1,73,42
220906,wKgcDFwqTBQvY1QSGCi3Ag==,64949,1,73,511
220907,wKgcDFwqTBQvY1QSGCi3Ag==,63217,1,73,20878
221017,wKgcDl1mcpYacHozDyYoAg==,65293,1,6,1866
221021,wKgcDl8MjjZFEl/pCfVgAg==,62066,-1,4,13086
221022,wKgcDl8MjjZFEl/pCfVgAg==,63401,1,4,7096
221042,wKgcEF5ZPo4itwbqBpLhAg==,63878,-1,3,4320
221103,wKgcD1rx7yCZxwK9ClEHAg==,63217,-1,3,20878
221136,wKgcDFtbZRRZC00GA++zAg==,62990,1,3,1129
221137,wKgcDl8N09eLYkgrBZcVAg==,64025,1,3,3352
221138,wKgcDl8N09eLYkgrBZcVAg==,64025,-1,3,3352
221140,wKgcDl8N09eLYkgrBZcVAg==,63830,-1,3,7458
221172,wKgcDFxJhptyLzYMA0qpAg==,63217,1,3,20878
221232,wKgcDFrjREmSe2nwAxEwAg==,65050,1,37,1013
221233,wKgcDFrjREmSe2nwAxEwAg==,63744,1,37,331
221242,wKgcEF/TmD+oAAwzCQ05Ag==,58458,-1,3,2858
221278,wKgcClrrLMGndDPwAyn2Ag==,64649,-1,3,51968
221292,wKgcDl3PWylYikM2BFHoAg==,65373,1,13,221
221354,wKgcD1s3v321tEIJA8+nAg==,64898,1,5,9036
221385,wKgcDV0sktVCuR7fD+NoAg==,13886,-1,16,67
221414,wKgcDl4TRodx8Vj6FX7zAg==,65295,-1,3,1652
221439,wKgcEF5zazky8kzIA79sAg==,65780,1,6,514
221451,wKgcEF6+m5hy3W3xJlOyAg==,60751,1,3,1144
221489,wKgcDFrkvRqfeGn3Hpc5Ag==,57735,1,47,60
221490,wKgcDFrkvRqfeGn3Hpc5Ag==,58086,1,47,36
221499,wKgcEF/Uv3A2kWbVB0SzAg==,58458,-1,3,2858
221500,wKgcEF/Uv3A2kWbVB0SzAg==,63256,-1,3,8277
221571,wKgcEF64A7Zj+4sgHU7sAg==,62587,1,25,3219
221599,wKgcEV0xomZt9FODD7NPAg==,63231,-1,6,982
221609,wKgcDl6pNEmLJG/+A0ZwAg==,62066,1,3,13086
221610,wKgcDl6pNEmLJG/+A0ZwAg==,62066,-1,3,13086
221617,wKgcDFrl9WCbhGn1G9fdAg==,58817,1,8,67
221624,wKgcDl6pXPE/6XAYEkIeAg==,57475,1,3,541
221633,wKgcDF4n8huDfGvQBDqtAg==,64649,-1,4,51968
221640,wKgcClrt0SUFuDQOMV/hAg==,63178,1,4,11363
221811,wKgcDVr81h4LtiKsB9q0Ag==,64187,-1,3,3412
221819,wKgcClrtxS+eYjPsA/zhAg==,63178,1,4,11363
221838,wKgcD17dQlNksHKjGe3+Ag==,62066,1,3,13086
221839,wKgcD17dQlNksHKjGe3+Ag==,63401,1,3,7096
221856,wKgcDl7rnT8mTEzvCWdpAg==,63136,1,11,2052
221864,wKgcDVrjWddDJyg+A2zdAg==,59022,-1,6,9961
221912,wKgcDVrz9RsJCnM2BRmmAg==,63642,-1,7,3099
221928,wKgcDV8NT0ZjwC2kBxXBAg==,59399,1,3,5
221929,wKgcDV8NT0ZjwC2kBxXBAg==,58770,1,3,13
221956,wKgcDl6S5eWJYBnsDmKfAg==,63878,1,7,4320
221977,wKgcDFu9/ja1bBGFCA8TAg==,58339,1,5,327
221998,wKgcDVu+BTtdgC9JBzffAg==,62066,-1,3,13086
222018,wKgcDl8ExJ0rrUScBM6cAg==,63136,1,4,2052
222052,wKgcEV1TJ5K/PVmjHerBAg==,13365,-1,3,2113
222088,wKgcEV1VamBFWRVjBC6yAg==,63878,-1,5,4320
222121,wKgcEV1X2BOb1CujByrTAg==,64706,-1,4,1313
222139,wKgcEV1Z93i6aB4vFi07Ag==,3972,-1,4,165
222140,wKgcDV7mEeWHJgWcA2o/Ag==,65199,1,3,5024
222251,wKgcCl3wjB5fEmyqB48nAg==,63256,-1,3,8277
222265,wKgcDVyCG5s7z3PiAyglAg==,63401,1,3,7096
222300,wKgcDl7IyWm7XGbVCDGPAg==,65295,1,3,1652
222350,wKgcDFrq/Z5+8QHKBAaTAg==,64992,1,6,13745
222351,wKgcC15HzJOUKloyD9AvAg==,65295,1,4,1652
222395,wKgcDl0WU46AYxmVE8h/Ag==,5210,1,5,62
222404,wKgcEF/WiZFswSPBDD6TAg==,60735,-1,3,11177
222418,wKgcDFyiNspBHhQNESDRAg==,9817,1,3,90
222431,wKgcDFyk4YOO2lU/BexPAg==,63217,1,7,20878
222490,wKgcDF4qth2BykokBzEnAg==,62445,-1,4,11979
222524,wKgcD1ssjasI3DO2CKAPAg==,63217,1,129,20878
222533,wKgcD1stPhAQBDDkCFtgAg==,64949,1,3,511
222562,wKgcD1szVAo08GlNAzUrAg==,63217,-1,3,20878
222563,wKgcD1szVAo08GlNAzUrAg==,63217,1,3,20878
222620,wKgcD1t1mcEQAz5xMGPnAg==,60724,1,3,1678
222637,wKgcCls59R1HhT7IBqKAAg==,64570,1,5,737
222727,wKgcDV1PpsiMXXufAyhCAg==,62260,-1,3,1284
222730,wKgcEF6kN6a+CDVsJb6dAg==,60735,1,7,11177
222803,wKgcDV1S8mNHUyOzBEieAg==,64798,1,16,2929
222806,wKgcDl8QvkNuQSHqA3EBAg==,62066,1,3,13086
222808,wKgcDl3vQtQ/lXQyA/1DAg==,39125,-1,4,102
222831,wKgcDV1T7gmFlXREDgbPAg==,62627,1,19,105
222832,wKgcDV1TFEmbpSPGFemaAg==,61856,1,20,113
222833,wKgcDV1TFEmbpSPGFemaAg==,63786,1,20,602
222834,wKgcDV1TFEmbpSPGFemaAg==,60533,1,20,736
222881,wKgcDFrxlC8RRRjhAzGpAg==,65012,1,4,382
222884,wKgcDV8PCxWLikacC40EAg==,63136,1,7,2052
222885,wKgcDV8PCxWLikacC40EAg==,63136,-1,7,2052
222888,wKgcDV8PCxWLikacC40EAg==,63955,1,7,534
222914,wKgcDF4sNQlY/kRCBHpeAg==,58458,-1,3,2858
222932,wKgcD1tTLNMHjyFiExQ5Ag==,64849,1,3,2539
222934,wKgcDFzARKiOyCeTA2FJAg==,63217,1,3,20878
222938,wKgcDFryc78dOhjoE4ThAg==,65058,-1,5,4675
222956,wKgcDFzDFJMPpQ08BKySAg==,63217,1,3,20878
222977,wKgcDl59DZd/pgSzBWUOAg==,64187,1,4,3412
222997,wKgcD1te5iVkJFR2AwjXAg==,63217,1,4,20878
223028,wKgcDFzOAeck81DhBDMzAg==,62559,1,3,65
223029,wKgcEV28gtNTJAWfFgBFAg==,64649,1,3,51968
223030,wKgcEV28gtNTJAWfFgBFAg==,64649,-1,3,51968
223033,wKgcDV1ZKvQDXwbABikZAg==,8741,1,6,180
223034,wKgcDV1ZKvQDXwbABikZAg==,8741,-1,6,180
223035,wKgcDV1ZKvQDXwbABikZAg==,59708,-1,6,81
223062,wKgcDFzSLpOBnkA9Da+6Ag==,9297,-1,25,193
223134,wKgcDFs8dvuBjV7uJLLhAg==,64798,-1,3,2929
223144,wKgcDFsAKOF7LllKLPD6Ag==,64898,-1,5,9036
223145,wKgcDFsAKOF7LllKLPD6Ag==,64649,1,5,51968
223168,wKgcD1rhvX4wm29mAzHyAg==,65058,-1,3,4675
223194,wKgcDV1hesCUnUsSER3QAg==,64832,-1,4,490
223195,wKgcD18J7U9kOygPF5iOAg==,63256,-1,3,8277
223197,wKgcD18J7U9kOygPF5iOAg==,63256,1,3,8277
223199,wKgcClsDGzacxm7RB3/KAg==,59272,1,4,1785
223218,wKgcDl8S3bO3SE1UEM7tAg==,12345,1,3,288
223243,wKgcDl6S5eWJYBnsDmKfAg==,62073,1,7,102
223278,wKgcDl6bRclkHyH7C4vgAg==,64992,-1,3,13745
223329,wKgcDFuqd7odzGkc2ku4Ag==,62278,1,4,639
223365,wKgcD1uIE0QU8HKBTC7PAg==,64898,-1,4,9036
223394,wKgcDV1pK4Sz1V6jBu98Ag==,64749,-1,5,907
223396,wKgcDV1pK4Sz1V6jBu98Ag==,64750,1,5,1168
223430,wKgcDl8hZy9NA2klBUjuAg==,63401,1,3,7096
223459,wKgcDFsQP6m0XTNDE3v7Ag==,63461,1,6,134
223460,wKgcDFsQP6m0XTNDE3v7Ag==,61163,1,6,1065
223534,wKgcD1rrJZ5EC3POBW7HAg==,7779,1,51,24
223535,wKgcD1rrJZ5EC3POBW7HAg==,39548,1,51,52
223542,wKgcEV2YQkmT6h61BqUjAg==,59872,-1,5,81
223546,wKgcD1rrPuRF/XPPB8EkAg==,65058,1,4,4675
223548,wKgcD1uj3rY2DHYiSopFAg==,63959,1,30,2488
223563,wKgcDFsUOaudlmSoLaQIAg==,65043,1,3,2478
223576,wKgcD1upewIxWHYeROPSAg==,64898,1,6,9036
223587,wKgcDl9ZM31LwQrUOzXWAg==,65295,1,4,1652
223592,wKgcDFsW4WhvW1j3BypiAg==,60735,1,4,11177
223594,wKgcEV2c790QixFuC8V0Ag==,13581,-1,3,1345
223597,wKgcEV2c790QixFuC8V0Ag==,13581,1,3,1345
223635,wKgcDV0A2BG3ijQtCyW5Ag==,35785,1,9,76
223642,wKgcClsMAiq4ym7flgVCAg==,61539,1,3,166
223657,wKgcEV2ffqK4hFcuC1RnAg==,64706,1,5,1313
223658,wKgcEV2ffqK4hFcuC1RnAg==,64706,-1,5,1313
223682,wKgcDV1z2bYjjwYYEN0fAg==,15370,-1,4,101
223714,wKgcClsO5YZo1hzPCGYBAg==,58965,1,3,284
223732,wKgcDV2+wRNrwjpSDO1rAg==,63312,-1,3,446
223762,wKgcDV0LTNN4t3OQCmaMAg==,63217,-1,3,20878
223799,wKgcEV2lfYGMJE3qBUwKAg==,64649,-1,10,51968
223801,wKgcEV2lfYGMJE3qBUwKAg==,64649,1,10,51968
223825,wKgcDV21aoUaIwMrCKlZAg==,63761,-1,4,436
223855,wKgcEV2pxUmQmRsCF1ZxAg==,62445,1,3,11979
223883,wKgcEV2rOV6lTn3REYDxAg==,64354,1,7,1485
223905,wKgcDl6u9NlqqnxLA45yAg==,29073,1,3,70
223906,wKgcDl6u9NlqqnxLA45yAg==,21985,1,3,381
223930,wKgcEF8//mCjWIytGi5zAg==,58458,1,26,2858
223934,wKgcEF8//mCjWIytGi5zAg==,60724,1,26,1678
223935,wKgcEF8//mCjWIytGi5zAg==,64331,1,26,695
223937,wKgcEF8//mCjWIytGi5zAg==,44923,1,26,1839
223940,wKgcEF8//mCjWIytGi5zAg==,10869,1,26,459
223952,wKgcD1shVoJCfCBrA9keAg==,64992,1,4,13745
223971,wKgcEV2uIHegPU9JEi9PAg==,61247,-1,4,497
223983,wKgcDFsj63ht/R0wB3N0Ag==,58324,1,4,53
223996,wKgcD1vMUiiLJhrG4u4jAg==,64898,1,3,9036
224000,wKgcD1ssjasI3DO2CKAPAg==,63938,1,129,130
224002,wKgcDFvDVVQUz3fgFw8bAg==,64649,-1,6,51968
224010,wKgcEF82g5c35gGxBNYyAg==,65294,1,9,3276
224011,wKgcEF82g5c35gGxBNYyAg==,60724,1,9,1678
224029,wKgcD1t4Siq3Tj5jBTLGAg==,62066,1,5,13086
224036,wKgcD1t614oKEz5uT6gqAg==,64570,1,9,737
224119,wKgcD1tf/qxzMVR/En2jAg==,5213,1,65,83
224124,wKgcD1tf/qxzMVR/En2jAg==,17968,1,65,6
224134,wKgcEV3+gNFoSgMtDSiSAg==,64649,1,4,51968
224136,wKgcD1tf/qxzMVR/En2jAg==,59944,1,65,3123
224152,wKgcDlom3XR95yGlDpCGAg==,63959,1,218,2488
224154,wKgcDlom3XR95yGlDpCGAg==,57528,1,218,42
224155,wKgcDlomy52EySGpEiL3Ag==,38225,-1,81,109
224167,wKgcDlr5xsNatlPtEVB9Ag==,63136,1,6,2052
224232,wKgcD1u0WWKPjQphG6AtAg==,59944,1,10,3123
224237,wKgcClsWtCIlBDMmA6BTAg==,59984,1,4,4
224250,wKgcDV29mAa0ABcAB5NgAg==,59811,-1,3,67
224254,wKgcD1ve8fp81UdlDKDgAg==,63217,1,3,20878
224261,wKgcClsXIGMp9TMyClaBAg==,63354,-1,4,49
224285,wKgcC16I9NFQDSDPING6Ag==,60463,1,5,31
224369,wKgcD1ufquQ2DHYi9R9IAg==,60735,-1,3,11177
224370,wKgcD1ufquQ2DHYi9R9IAg==,60735,1,3,11177
224374,wKgcD19+25kOBBrOB5XtAg==,63463,1,4,349
224382,wKgcClsZgA9CdlX/BI2UAg==,63178,1,7,11363
224484,wKgcEF/eRRcb+YJoCCkKAg==,42388,1,3,1722
224486,wKgcEF/eRRcb+YJoCCkKAg==,59100,1,3,2088
224549,wKgcDlst8Tw00lKTBTkHAg==,63136,1,7,2052
224611,wKgcDV1C6I+a+T6rEZV9Ag==,64076,1,12,386
224617,wKgcDluhGClRVUydBDwMAg==,60868,1,4,51
224624,wKgcDl9JCYGFz0lwEIsKAg==,62585,1,4,2653
224625,wKgcDl9JCYGFz0lwEIsKAg==,63726,1,4,2480
224626,wKgcDl9JCYGFz0lwEIsKAg==,63726,-1,4,2480
224667,wKgcD1vd10JMK2lvCk6KAg==,62238,-1,3,1469
224678,wKgcD1vgfAB0ZiV7DnTXAg==,60735,1,4,11177
224687,wKgcDFvaBf1xMUHyBn+VAg==,62445,1,3,11979
224692,wKgcDFvab7khxTAqAyazAg==,63702,1,3,111
224718,wKgcDlvcTVinxmDMBri3Ag==,63136,-1,5,2052
224778,wKgcDV2MzjoqQjx+DAbOAg==,64798,1,77,2929
224779,wKgcDV2MzjoqQjx+DAbOAg==,64165,1,77,1781
224782,wKgcDV2MzjoqQjx+DAbOAg==,57933,1,77,94
224785,wKgcD1wWmkakvSd6DUUYAg==,65058,1,7,4675
224808,wKgcDFvfJoGz31SaEQMDAg==,59162,-1,3,175
224822,wKgcDFvgU81GdDLsCeTlAg==,63959,1,5,2488
224824,wKgcDFvgU81GdDLsCeTlAg==,63806,1,5,884
224881,wKgcDWCFeXeMYS2NBiV2Ag==,66373,1,4,605
224884,wKgcEV3LevKSMT8LAyv1Ag==,64649,-1,4,51968
224918,wKgcDV2PTVd0ozKHDeg0Ag==,49285,1,7,84
224961,wKgcC10ggqwVBQuJBFXSAg==,9070,-1,3,258
224993,wKgcEF8f6FCF7REeBAocAg==,63272,-1,3,218
224994,wKgcEF8f6FCF7REeBAocAg==,19745,-1,3,1083
224998,wKgcEF8f6FCF7REeBAocAg==,60801,-1,3,234
225011,wKgcDV8PCpp42EaaDBmBAg==,64187,1,8,3412
225019,wKgcEF+MGTJkzYtUGBQiAg==,62066,1,3,13086
225026,wKgcDV8PCpp42EaaDBmBAg==,65199,1,8,5024
225029,wKgcDV8PCpp42EaaDBmBAg==,65043,1,8,2478
225031,wKgcDV8PCpp42EaaDBmBAg==,63830,1,8,7458
225047,wKgcDV2S0ntwnAjEA0UmAg==,61675,1,3,231
225092,wKgcDV2TL6d53wk0A6QHAg==,59694,1,7,71
225093,wKgcDV2TL6d53wk0A6QHAg==,59694,-1,7,71
225141,wKgcEF0haiaBEEruBBVmAg==,63136,-1,3,2052
225143,wKgcD1xa0v6qJ3IRA+7XAg==,65043,1,24,2478
225163,wKgcEF0tplKHo1+LAxNwAg==,38225,1,185,109
225199,wKgcDV8UD9xlwCP0DI8GAg==,65199,1,5,5024
